,,N,-C,-C(hex),(-)4k+3,(-)4k+3(hex),(-)4k+1,(-)4k+1(hex),+E,+E(hex),+4k+3,+4k+3(hex),+4k+1,+4k+1(hex)
1,<<,9359,-4177,-0x1051,,,-28927,-0x70ff,+1953,+0x7a1,+12735,+0x31bf,,
1,<<,9360,-13965,-0x368d,,,-26403,-0x6723,+1227,+0x4cb,,,+4137,+0x1029
1,<<,9361,-763,-0x2fb,-11745,-0x2de1,,,+1227,+0x4cb,,,+1497,+0x5d9
1,<<,9362,-4031,-0xfbf,-14157,-0x374d,,,+4239,+0x108f,,,+33157,+0x8185
1,<<,9363,-361,-0x169,,,-28759,-0x7057,+1401,+0x579,+42851,+0xa763,,
1,<<,9364,-2105,-0x839,,,-20007,-0x4e27,+3525,+0xdc5,+5251,+0x1483,,
1,<<,9365,-405,-0x195,,,-3855,-0xf0f,+471,+0x1d7,,,+8985,+0x2319
1,<<,9366,-4797,-0x12bd,,,-6971,-0x1b3b,+985,+0x3d9,+1447,+0x5a7,,
1,<<,9367,-13387,-0x344b,-13545,-0x34e9,,,+5693,+0x163d,+6771,+0x1a73,,
1,<<,9368,-6455,-0x1937,-11933,-0x2e9d,,,+1813,+0x715,+6615,+0x19d7,,
1,<<,9369,-5691,-0x163b,-10129,-0x2791,,,+701,+0x2bd,+45855,+0xb31f,,
1,<<,9370,-5103,-0x13ef,-7337,-0x1ca9,,,+3759,+0xeaf,,,+8925,+0x22dd
1,<<,9371,-1405,-0x57d,,,-3331,-0xd03,+2009,+0x7d9,+14879,+0x3a1f,,
1,<<,9372,-9495,-0x2517,-21033,-0x5229,,,+22977,+0x59c1,+23991,+0x5db7,,
1,<<,9373,-9735,-0x2607,-10785,-0x2a21,,,+9597,+0x257d,+14115,+0x3723,,
1,<<,9374,-4707,-0x1263,-13685,-0x3575,,,+13189,+0x3385,+20563,+0x5053,,
1,<<,9375,-4035,-0xfc3,-6801,-0x1a91,,,+22965,+0x59b5,+48095,+0xbbdf,,
1,<<,9376,-1679,-0x68f,-47985,-0xbb71,,,+24325,+0x5f05,+28975,+0x712f,,
1,<<,9377,-3271,-0xcc7,-20349,-0x4f7d,,,+915,+0x393,,,+1077,+0x435
1,<<,9378,-1397,-0x575,,,-1643,-0x66b,+169,+0xa9,+20667,+0x50bb,,
1,<<,9379,-2191,-0x88f,-3237,-0xca5,,,+23339,+0x5b2b,,,+38189,+0x952d
1,<<,9380,-10533,-0x2925,,,-76467,-0x12ab3,+25641,+0x6429,+48055,+0xbbb7,,
1,<<,9381,-1269,-0x4f5,,,-6519,-0x1977,+16787,+0x4193,,,+18309,+0x4785
1,<<,9382,-2531,-0x9e3,-10205,-0x27dd,,,+2233,+0x8b9,+9447,+0x24e7,,
1,<<,9383,-495,-0x1ef,-20329,-0x4f69,,,+6549,+0x1995,+23415,+0x5b77,,
1,<<,9384,-6459,-0x193b,-38253,-0x956d,,,+1011,+0x3f3,,,+14305,+0x37e1
1,<<,9385,-4963,-0x1363,-7645,-0x1ddd,,,+11417,+0x2c99,+13611,+0x352b,,
1,<<,9386,-6435,-0x1923,-28593,-0x6fb1,,,+4515,+0x11a3,,,+10425,+0x28b9
1,<<,9387,-319,-0x13f,-24469,-0x5f95,,,+2195,+0x893,,,+15101,+0x3afd
1,<<,9388,-2327,-0x917,-11897,-0x2e79,,,+30541,+0x774d,+45123,+0xb043,,
1,<<,9389,-2215,-0x8a7,-33909,-0x8475,,,+4257,+0x10a1,+14051,+0x36e3,,
1,<<,9390,-4655,-0x122f,-19313,-0x4b71,,,+2233,+0x8b9,+19443,+0x4bf3,,
1,<<,9391,-4315,-0x10db,-8137,-0x1fc9,,,+4269,+0x10ad,+4691,+0x1253,,
1,<<,9392,-4823,-0x12d7,-12417,-0x3081,,,+1957,+0x7a5,+9571,+0x2563,,
1,<<,9393,-10003,-0x2713,-11889,-0x2e71,,,+1775,+0x6ef,,,+10349,+0x286d
1,<<,9394,-3707,-0xe7b,-10101,-0x2775,,,+3055,+0xbef,,,+3349,+0xd15
1,<<,9395,-1279,-0x4ff,-4737,-0x1281,,,+3849,+0xf09,+11363,+0x2c63,,
1,<<,9396,-1773,-0x6ed,,,-7503,-0x1d4f,+5133,+0x140d,+12831,+0x321f,,
1,<<,9397,-1383,-0x567,-2145,-0x861,,,+4479,+0x117f,,,+6965,+0x1b35
1,<<,9398,-3935,-0xf5f,-11481,-0x2cd9,,,+6745,+0x1a59,+19035,+0x4a5b,,
1,<<,9399,-2671,-0xa6f,-5305,-0x14b9,,,+3015,+0xbc7,,,+11033,+0x2b19
1,<<,9400,-4887,-0x1317,-20069,-0x4e65,,,+1437,+0x59d,+3163,+0xc5b,,
1,<<,9401,-3363,-0xd23,-12873,-0x3249,,,+2577,+0xa11,+6155,+0x180b,,
1,<<,9402,-1671,-0x687,-4233,-0x1089,,,+4669,+0x123d,+21067,+0x524b,,
1,<<,9403,-13207,-0x3397,-14497,-0x38a1,,,+3249,+0xcb1,+9743,+0x260f,,
1,<<,9404,-6005,-0x1775,,,-11235,-0x2be3,+3975,+0xf87,,,+6253,+0x186d
1,<<,9405,-11815,-0x2e27,-32541,-0x7f1d,,,+3197,+0xc7d,+28499,+0x6f53,,
1,<<,9406,-1935,-0x78f,-14033,-0x36d1,,,+7293,+0x1c7d,+67087,+0x1060f,,
1,<<,9407,-6841,-0x1ab9,,,-14467,-0x3883,+3819,+0xeeb,,,+18101,+0x46b5
1,<<,9408,-1269,-0x4f5,,,-7187,-0x1c13,+5091,+0x13e3,,,+6637,+0x19ed
1,<<,9409,-8625,-0x21b1,,,-14143,-0x373f,+777,+0x309,+5391,+0x150f,,
1,<<,9410,-8601,-0x2199,,,-11655,-0x2d87,+4257,+0x10a1,+17847,+0x45b7,,
1,<<,9411,-1837,-0x72d,,,-12439,-0x3097,+8223,+0x201f,,,+33225,+0x81c9
1,<<,9412,-1679,-0x68f,-18197,-0x4715,,,+8247,+0x2037,,,+8817,+0x2271
1,<<,9413,-25555,-0x63d3,-27973,-0x6d45,,,+2415,+0x96f,,,+19557,+0x4c65
1,<<,9414,-6131,-0x17f3,-8885,-0x22b5,,,+4053,+0xfd5,+21183,+0x52bf,,
1,<<,9415,-2115,-0x843,-28069,-0x6da5,,,+8879,+0x22af,,,+24101,+0x5e25
1,<<,9416,-1487,-0x5cf,-11825,-0x2e31,,,+1741,+0x6cd,+10087,+0x2767,,
1,<<,9417,-583,-0x247,-17253,-0x4365,,,+4281,+0x10b9,+5915,+0x171b,,
1,<<,9418,-615,-0x267,-71333,-0x116a5,,,+5517,+0x158d,+9663,+0x25bf,,
1,<<,9419,-15081,-0x3ae9,,,-26887,-0x6907,+3785,+0xec9,+45723,+0xb29b,,
1,<<,9420,-213,-0xd5,,,-3183,-0xc6f,+14253,+0x37ad,+17955,+0x4623,,
1,<<,9421,-9855,-0x267f,-18913,-0x49e1,,,+3371,+0xd2b,,,+14501,+0x38a5
1,<<,9422,-8867,-0x22a3,-15345,-0x3bf1,,,+11013,+0x2b05,+13879,+0x3637,,
1,<<,9423,-847,-0x34f,-4189,-0x105d,,,+4595,+0x11f3,,,+44825,+0xaf19
1,<<,9424,-12459,-0x30ab,-77105,-0x12d31,,,+805,+0x325,+3711,+0xe7f,,
1,<<,9425,-541,-0x21d,,,-27195,-0x6a3b,+2049,+0x801,+27887,+0x6cef,,
1,<<,9426,-10365,-0x287d,,,-29903,-0x74cf,+6153,+0x1809,+6687,+0x1a1f,,
1,<<,9427,-15391,-0x3c1f,-34369,-0x8641,,,+6845,+0x1abd,+30183,+0x75e7,,
1,<<,9428,-8477,-0x211d,,,-8883,-0x22b3,+7387,+0x1cdb,,,+26821,+0x68c5
1,<<,9429,-511,-0x1ff,-5169,-0x1431,,,+2559,+0x9ff,,,+6669,+0x1a0d
1,<<,9430,-1023,-0x3ff,-15141,-0x3b25,,,+29079,+0x7197,,,+34573,+0x870d
1,<<,9431,-7531,-0x1d6b,-17989,-0x4645,,,+8513,+0x2141,+13515,+0x34cb,,
1,<<,9432,-15867,-0x3dfb,-19257,-0x4b39,,,+2247,+0x8c7,,,+4161,+0x1041
1,<<,9433,-3391,-0xd3f,-5389,-0x150d,,,+4661,+0x1235,+14867,+0x3a13,,
1,<<,9434,-3857,-0xf11,,,-8931,-0x22e3,+8799,+0x225f,,,+22353,+0x5751
1,<<,9435,-7201,-0x1c21,,,-16527,-0x408f,+1295,+0x50f,,,+10001,+0x2711
1,<<,9436,-4203,-0x106b,-20285,-0x4f3d,,,+415,+0x19f,,,+10525,+0x291d
1,<<,9437,-29029,-0x7165,,,-32635,-0x7f7b,+6831,+0x1aaf,,,+9281,+0x2441
1,<<,9438,-3341,-0xd0d,,,-22451,-0x57b3,+1597,+0x63d,+10539,+0x292b,,
1,<<,9439,-7309,-0x1c8d,,,-47271,-0xb8a7,+12681,+0x3189,+47763,+0xba93,,
1,<<,9440,-18843,-0x499b,-26333,-0x66dd,,,+5965,+0x174d,+18463,+0x481f,,
1,<<,9441,-1341,-0x53d,,,-17523,-0x4473,+6875,+0x1adb,,,+24857,+0x6119
1,<<,9442,-2057,-0x809,,,-10563,-0x2943,+1113,+0x459,+21055,+0x523f,,
1,<<,9443,-537,-0x219,,,-799,-0x31f,+5285,+0x14a5,+6423,+0x1917,,
1,<<,9444,-2487,-0x9b7,-11193,-0x2bb9,,,+13945,+0x3679,+20283,+0x4f3b,,
1,<<,9445,-1635,-0x663,-5509,-0x1585,,,+12989,+0x32bd,+15479,+0x3c77,,
1,<<,9446,-2753,-0xac1,,,-14943,-0x3a5f,+5709,+0x164d,+6927,+0x1b0f,,
1,<<,9447,-2557,-0x9fd,,,-23275,-0x5aeb,+1359,+0x54f,,,+19313,+0x4b71
1,<<,9448,-11837,-0x2e3d,,,-52247,-0xcc17,+2881,+0xb41,+14043,+0x36db,,
1,<<,9449,-5179,-0x143b,-8301,-0x206d,,,+5661,+0x161d,+6147,+0x1803,,
1,<<,9450,-14487,-0x3897,-33725,-0x83bd,,,+3873,+0xf21,+19803,+0x4d5b,,
1,<<,9451,-4585,-0x11e9,,,-19755,-0x4d2b,+10671,+0x29af,,,+60945,+0xee11
1,<<,9452,-17487,-0x444f,-61385,-0xefc9,,,+13105,+0x3331,+25111,+0x6217,,
1,<<,9453,-6643,-0x19f3,-36829,-0x8fdd,,,+11181,+0x2bad,+13791,+0x35df,,
1,<<,9454,-7913,-0x1ee9,,,-66587,-0x1041b,+3033,+0xbd9,+7287,+0x1c77,,
1,<<,9455,-2007,-0x7d7,-24381,-0x5f3d,,,+635,+0x27b,,,+4593,+0x11f1
1,<<,9456,-6305,-0x18a1,,,-7859,-0x1eb3,+4015,+0xfaf,,,+30453,+0x76f5
1,<<,9457,-4621,-0x120d,,,-13459,-0x3493,+10095,+0x276f,,,+39789,+0x9b6d
1,<<,9458,-255,-0xff,-4245,-0x1095,,,+2139,+0x85b,,,+9289,+0x2449
1,<<,9459,-2557,-0x9fd,,,-8847,-0x228f,+6881,+0x1ae1,+30611,+0x7793,,
1,<<,9460,-4413,-0x113d,,,-6063,-0x17af,+3423,+0xd5f,,,+29745,+0x7431
1,<<,9461,-6369,-0x18e1,,,-15643,-0x3d1b,+939,+0x3ab,,,+28517,+0x6f65
1,<<,9462,-5637,-0x1605,,,-9443,-0x24e3,+2859,+0xb2b,,,+13585,+0x3511
1,<<,9463,-7075,-0x1ba3,-12877,-0x324d,,,+3033,+0xbd9,+6003,+0x1773,,
1,<<,9464,-32733,-0x7fdd,,,-54447,-0xd4af,+21361,+0x5371,+44071,+0xac27,,
1,<<,9465,-4335,-0x10ef,-5269,-0x1495,,,+435,+0x1b3,,,+5757,+0x167d
1,<<,9466,-7311,-0x1c8f,-7853,-0x1ead,,,+2913,+0xb61,+8179,+0x1ff3,,
1,<<,9467,-2169,-0x879,,,-6055,-0x17a7,+663,+0x297,,,+17253,+0x4365
1,<<,9468,-6395,-0x18fb,-6873,-0x1ad9,,,+4125,+0x101d,+8367,+0x20af,,
1,<<,9469,-1951,-0x79f,-3553,-0xde1,,,+8115,+0x1fb3,,,+25581,+0x63ed
1,<<,9470,-13131,-0x334b,-13977,-0x3699,,,+14677,+0x3955,+73263,+0x11e2f,,
1,<<,9471,-1419,-0x58b,-32205,-0x7dcd,,,+13403,+0x345b,,,+22293,+0x5715
1,<<,9472,-1287,-0x507,-3725,-0xe8d,,,+12111,+0x2f4f,,,+16753,+0x4171
1,<<,9473,-29109,-0x71b5,,,-50031,-0xc36f,+31631,+0x7b8f,,,+33285,+0x8205
1,<<,9474,-25175,-0x6257,-51785,-0xca49,,,+1935,+0x78f,,,+12993,+0x32c1
1,<<,9475,-1609,-0x649,,,-3835,-0xefb,+13953,+0x3681,+22899,+0x5973,,
1,<<,9476,-15023,-0x3aaf,-33609,-0x8349,,,+8811,+0x226b,,,+35305,+0x89e9
1,<<,9477,-7039,-0x1b7f,-8253,-0x203d,,,+6497,+0x1961,+27591,+0x6bc7,,
1,<<,9478,-3045,-0xbe5,,,-17531,-0x447b,+5197,+0x144d,+14115,+0x3723,,
1,<<,9479,-12459,-0x30ab,-39201,-0x9921,,,+3389,+0xd3d,+4235,+0x108b,,
1,<<,9480,-1809,-0x711,,,-24215,-0x5e97,+8365,+0x20ad,+10111,+0x277f,,
1,<<,9481,-7551,-0x1d7f,-11109,-0x2b65,,,+6581,+0x19b5,+7667,+0x1df3,,
1,<<,9482,-10505,-0x2909,,,-18371,-0x47c3,+26973,+0x695d,+53215,+0xcfdf,,
1,<<,9483,-19777,-0x4d41,,,-36955,-0x905b,+5325,+0x14cd,+9539,+0x2543,,
1,<<,9484,-3627,-0xe2b,-8249,-0x2039,,,+5497,+0x1579,+34507,+0x86cb,,
1,<<,9485,-3853,-0xf0d,,,-10635,-0x298b,+3575,+0xdf7,,,+8861,+0x229d
1,<<,9486,-10293,-0x2835,,,-17187,-0x4323,+1807,+0x70f,,,+8965,+0x2305
1,<<,9487,-2451,-0x993,-26457,-0x6759,,,+293,+0x125,+7623,+0x1dc7,,
1,<<,9488,-7223,-0x1c37,-10485,-0x28f5,,,+11241,+0x2be9,+23115,+0x5a4b,,
1,<<,9489,-19155,-0x4ad3,-59449,-0xe839,,,+7215,+0x1c2f,,,+10977,+0x2ae1
1,<<,9490,-5781,-0x1695,,,-12591,-0x312f,+17427,+0x4413,,,+29289,+0x7269
1,<<,9491,-10591,-0x295f,-39541,-0x9a75,,,+3471,+0xd8f,,,+29325,+0x728d
1,<<,9492,-6257,-0x1871,,,-7523,-0x1d63,+13927,+0x3667,,,+28473,+0x6f39
1,<<,9493,-8053,-0x1f75,,,-17983,-0x463f,+4979,+0x1373,,,+14321,+0x37f1
1,<<,9494,-20783,-0x512f,-30765,-0x782d,,,+12919,+0x3277,,,+14065,+0x36f1
1,<<,9495,-1797,-0x705,,,-9015,-0x2337,+6525,+0x197d,+12743,+0x31c7,,
1,<<,9496,-7827,-0x1e93,-11033,-0x2b19,,,+307,+0x133,,,+2053,+0x805
1,<<,9497,-6253,-0x186d,,,-6279,-0x1887,+359,+0x167,,,+15101,+0x3afd
1,<<,9498,-3465,-0xd89,,,-23487,-0x5bbf,+14985,+0x3a89,+21319,+0x5347,,
1,<<,9499,-12615,-0x3147,-22245,-0x56e5,,,+2145,+0x861,+10443,+0x28cb,,
1,<<,9500,-27,-0x1b,-18777,-0x4959,,,+15115,+0x3b0b,,,+17821,+0x459d
1,<<,9501,-9795,-0x2643,-14689,-0x3961,,,+3761,+0xeb1,+7331,+0x1ca3,,
1,<<,9502,-4697,-0x1259,,,-16043,-0x3eab,+8065,+0x1f81,+14295,+0x37d7,,
1,<<,9503,-17107,-0x42d3,-21961,-0x55c9,,,+2399,+0x95f,,,+4145,+0x1031
1,<<,9504,-2723,-0xaa3,-3377,-0xd31,,,+11757,+0x2ded,+15867,+0x3dfb,,
1,<<,9505,-4401,-0x1131,,,-11623,-0x2d67,+4991,+0x137f,,,+32157,+0x7d9d
1,<<,9506,-14513,-0x38b1,,,-44235,-0xaccb,+7489,+0x1d41,+13899,+0x364b,,
1,<<,9507,-507,-0x1fb,-16701,-0x413d,,,+1991,+0x7c7,,,+4713,+0x1269
1,<<,9508,-2507,-0x9cb,-6873,-0x1ad9,,,+501,+0x1f5,+6031,+0x178f,,
1,<<,9509,-14875,-0x3a1b,-30589,-0x777d,,,+12401,+0x3071,+21867,+0x556b,,
1,<<,9510,-5343,-0x14df,-29841,-0x7491,,,+10237,+0x27fd,+20143,+0x4eaf,,
1,<<,9511,-4767,-0x129f,-7677,-0x1dfd,,,+2621,+0xa3d,+8619,+0x21ab,,
1,<<,9512,-533,-0x215,,,-13299,-0x33f3,+17103,+0x42cf,,,+27685,+0x6c25
1,<<,9513,-1189,-0x4a5,,,-13179,-0x337b,+1031,+0x407,,,+24105,+0x5e29
1,<<,9514,-9755,-0x261b,-9917,-0x26bd,,,+24229,+0x5ea5,+28819,+0x7093,,
1,<<,9515,-3067,-0xbfb,-8485,-0x2125,,,+11249,+0x2bf1,+11279,+0x2c0f,,
1,<<,9516,-5855,-0x16df,-13109,-0x3335,,,+11505,+0x2cf1,+66627,+0x10443,,
1,<<,9517,-4653,-0x122d,,,-20851,-0x5173,+4727,+0x1277,,,+8297,+0x2069
1,<<,9518,-2523,-0x9db,-16145,-0x3f11,,,+2205,+0x89d,+25447,+0x6367,,
1,<<,9519,-3855,-0xf0f,-7417,-0x1cf9,,,+4539,+0x11bb,,,+16185,+0x3f39
1,<<,9520,-9579,-0x256b,-26085,-0x65e5,,,+11893,+0x2e75,+12471,+0x30b7,,
1,<<,9521,-12459,-0x30ab,-19609,-0x4c99,,,+3701,+0xe75,+28527,+0x6f6f,,
1,<<,9522,-7173,-0x1c05,,,-10511,-0x290f,+16597,+0x40d5,+30495,+0x771f,,
1,<<,9523,-15847,-0x3de7,-44265,-0xace9,,,+863,+0x35f,,,+8669,+0x21dd
1,<<,9524,-4193,-0x1061,,,-61787,-0xf15b,+5377,+0x1501,+14067,+0x36f3,,
1,<<,9525,-13839,-0x360f,-17833,-0x45a9,,,+3777,+0xec1,+31295,+0x7a3f,,
1,<<,9526,-6683,-0x1a1b,-9741,-0x260d,,,+9219,+0x2403,,,+25465,+0x6379
1,<<,9527,-8721,-0x2211,,,-23751,-0x5cc7,+1149,+0x47d,+13379,+0x3443,,
1,<<,9528,-6437,-0x1925,,,-34463,-0x869f,+4407,+0x1137,,,+36565,+0x8ed5
1,<<,9529,-343,-0x157,-9385,-0x24a9,,,+3609,+0xe19,+24851,+0x6113,,
1,<<,9530,-11007,-0x2aff,-13221,-0x33a5,,,+2605,+0xa2d,+15507,+0x3c93,,
1,<<,9531,-19,-0x13,-20361,-0x4f89,,,+3755,+0xeab,,,+10229,+0x27f5
1,<<,9532,-1779,-0x6f3,-49145,-0xbff9,,,+853,+0x355,+40147,+0x9cd3,,
1,<<,9533,-2991,-0xbaf,-5173,-0x1435,,,+11319,+0x2c37,,,+12705,+0x31a1
1,<<,9534,-4035,-0xfc3,-7745,-0x1e41,,,+2065,+0x811,+25755,+0x649b,,
1,<<,9535,-325,-0x145,,,-4255,-0x109f,+21,+0x15,+4619,+0x120b,,
1,<<,9536,-4515,-0x11a3,-31769,-0x7c19,,,+2865,+0xb31,+9223,+0x2407,,
1,<<,9537,-819,-0x333,-14293,-0x37d5,,,+4497,+0x1191,+6891,+0x1aeb,,
1,<<,9538,-161,-0xa1,,,-15795,-0x3db3,+465,+0x1d1,+34023,+0x84e7,,
1,<<,9539,-1015,-0x3f7,-3409,-0xd51,,,+3213,+0xc8d,+4391,+0x1127,,
1,<<,9540,-2097,-0x831,,,-13967,-0x368f,+2277,+0x8e5,+2707,+0xa93,,
1,<<,9541,-7725,-0x1e2d,,,-17403,-0x43fb,+3395,+0xd43,,,+16125,+0x3efd
1,<<,9542,-8757,-0x2235,,,-19271,-0x4b47,+2139,+0x85b,,,+10437,+0x28c5
1,<<,9543,-4197,-0x1065,,,-18591,-0x489f,+4263,+0x10a7,,,+8705,+0x2201
1,<<,9544,-5267,-0x1493,-6345,-0x18c9,,,+11071,+0x2b3f,,,+18237,+0x473d
1,<<,9545,-1785,-0x6f9,,,-17355,-0x43cb,+3267,+0xcc3,,,+10169,+0x27b9
1,<<,9546,-17901,-0x45ed,,,-21291,-0x532b,+6385,+0x18f1,+7155,+0x1bf3,,
1,<<,9547,-2425,-0x979,,,-18115,-0x46c3,+1295,+0x50f,,,+17633,+0x44e1
1,<<,9548,-447,-0x1bf,-24353,-0x5f21,,,+3201,+0xc81,+7383,+0x1cd7,,
1,<<,9549,-711,-0x2c7,-6481,-0x1951,,,+221,+0xdd,+13895,+0x3647,,
1,<<,9550,-14201,-0x3779,,,-14483,-0x3893,+459,+0x1cb,,,+7233,+0x1c41
1,<<,9551,-747,-0x2eb,-9969,-0x26f1,,,+8115,+0x1fb3,,,+10661,+0x29a5
1,<<,9552,-46725,-0xb685,,,-52247,-0xcc17,+8415,+0x20df,,,+24945,+0x6171
1,<<,9553,-10969,-0x2ad9,,,-37891,-0x9403,+9389,+0x24ad,+12659,+0x3173,,
1,<<,9554,-1305,-0x519,,,-16823,-0x41b7,+5973,+0x1755,+10399,+0x289f,,
1,<<,9555,-691,-0x2b3,-10485,-0x28f5,,,+11163,+0x2b9b,,,+33929,+0x8489
1,<<,9556,-7619,-0x1dc3,-18233,-0x4739,,,+18931,+0x49f3,,,+76257,+0x129e1
1,<<,9557,-901,-0x385,,,-13191,-0x3387,+4461,+0x116d,+36119,+0x8d17,,
1,<<,9558,-9875,-0x2693,-25293,-0x62cd,,,+3729,+0xe91,+11179,+0x2bab,,
1,<<,9559,-1735,-0x6c7,-8517,-0x2145,,,+6279,+0x1887,,,+13001,+0x32c9
1,<<,9560,-16145,-0x3f11,,,-33707,-0x83ab,+17745,+0x4551,+18235,+0x473b,,
1,<<,9561,-949,-0x3b5,,,-13215,-0x339f,+179,+0xb3,,,+4005,+0xfa5
1,<<,9562,-971,-0x3cb,-8537,-0x2159,,,+11739,+0x2ddb,,,+30597,+0x7785
1,<<,9563,-13987,-0x36a3,-40057,-0x9c79,,,+1749,+0x6d5,+12399,+0x306f,,
1,<<,9564,-15687,-0x3d47,-19869,-0x4d9d,,,+1857,+0x741,+9195,+0x23eb,,
1,<<,9565,-1995,-0x7cb,-32133,-0x7d85,,,+4209,+0x1071,+16395,+0x400b,,
1,<<,9566,-1493,-0x5d5,,,-29487,-0x732f,+823,+0x337,,,+14833,+0x39f1
1,<<,9567,-9487,-0x250f,-10737,-0x29f1,,,+4205,+0x106d,+12215,+0x2fb7,,
1,<<,9568,-1553,-0x611,,,-6167,-0x1817,+6885,+0x1ae5,+14863,+0x3a0f,,
1,<<,9569,-493,-0x1ed,,,-2499,-0x9c3,+749,+0x2ed,+779,+0x30b,,
1,<<,9570,-1545,-0x609,,,-4295,-0x10c7,+1767,+0x6e7,,,+9013,+0x2335
1,<<,9571,-20137,-0x4ea9,,,-45471,-0xb19f,+4125,+0x101d,+9855,+0x267f,,
1,<<,9572,-5627,-0x15fb,-38765,-0x976d,,,+1311,+0x51f,,,+2413,+0x96d
1,<<,9573,-18351,-0x47af,-30601,-0x7789,,,+2961,+0xb91,+9387,+0x24ab,,
1,<<,9574,-20331,-0x4f6b,-32093,-0x7d5d,,,+2685,+0xa7d,+5455,+0x154f,,
1,<<,9575,-3241,-0xca9,,,-9879,-0x2697,+219,+0xdb,,,+5513,+0x1589
1,<<,9576,-13085,-0x331d,,,-22727,-0x58c7,+4051,+0xfd3,,,+10153,+0x27a9
1,<<,9577,-9685,-0x25d5,,,-39235,-0x9943,+19209,+0x4b09,+35619,+0x8b23,,
1,<<,9578,-275,-0x113,-13557,-0x34f5,,,+5595,+0x15db,,,+28413,+0x6efd
1,<<,9579,-2979,-0xba3,-37777,-0x9391,,,+17183,+0x431f,,,+28785,+0x7071
1,<<,9580,-977,-0x3d1,,,-1995,-0x7cb,+1411,+0x583,,,+2601,+0xa29
1,<<,9581,-8385,-0x20c1,,,-18891,-0x49cb,+2741,+0xab5,+9687,+0x25d7,,
1,<<,9582,-15425,-0x3c41,,,-24363,-0x5f2b,+789,+0x315,+15907,+0x3e23,,
1,<<,9583,-1555,-0x613,-3445,-0xd75,,,+1035,+0x40b,,,+6869,+0x1ad5
1,<<,9584,-59,-0x3b,-11177,-0x2ba9,,,+1231,+0x4cf,,,+3697,+0xe71
1,<<,9585,-10701,-0x29cd,,,-34323,-0x8613,+8327,+0x2087,,,+35021,+0x88cd
1,<<,9586,-255,-0xff,-11961,-0x2eb9,,,+657,+0x291,+2247,+0x8c7,,
1,<<,9587,-1105,-0x451,,,-16471,-0x4057,+20903,+0x51a7,,,+23589,+0x5c25
1,<<,9588,-4037,-0xfc5,,,-7979,-0x1f2b,+3441,+0xd71,+6423,+0x1917,,
1,<<,9589,-4701,-0x125d,,,-9451,-0x24eb,+3329,+0xd01,+5019,+0x139b,,
1,<<,9590,-1947,-0x79b,-12225,-0x2fc1,,,+18559,+0x487f,,,+21429,+0x53b5
1,<<,9591,-3675,-0xe5b,-26049,-0x65c1,,,+2889,+0xb49,+26195,+0x6653,,
1,<<,9592,-4905,-0x1329,,,-9395,-0x24b3,+1213,+0x4bd,+13695,+0x357f,,
1,<<,9593,-3241,-0xca9,,,-20931,-0x51c3,+249,+0xf9,+1751,+0x6d7,,
1,<<,9594,-4065,-0xfe1,,,-25367,-0x6317,+429,+0x1ad,+12103,+0x2f47,,
1,<<,9595,-9831,-0x2667,-15837,-0x3ddd,,,+14769,+0x39b1,+15143,+0x3b27,,
1,<<,9596,-5477,-0x1565,,,-18887,-0x49c7,+1555,+0x613,,,+10501,+0x2905
1,<<,9597,-1449,-0x5a9,,,-1875,-0x753,+329,+0x149,+3899,+0xf3b,,
1,<<,9598,-7325,-0x1c9d,,,-7911,-0x1ee7,+12693,+0x3195,+17935,+0x460f,,
1,<<,9599,-11425,-0x2ca1,,,-19519,-0x4c3f,+2501,+0x9c5,+9455,+0x24ef,,
1,<<,9600,-1073,-0x431,,,-10775,-0x2a17,+7623,+0x1dc7,,,+15213,+0x3b6d
1,<<,9601,-595,-0x253,-1261,-0x4ed,,,+28161,+0x6e01,+64211,+0xfad3,,
1,<<,9602,-2211,-0x8a3,-7281,-0x1c71,,,+4087,+0xff7,,,+16029,+0x3e9d
1,<<,9603,-2617,-0xa39,,,-3519,-0xdbf,+2765,+0xacd,+27543,+0x6b97,,
1,<<,9604,-1739,-0x6cb,-2045,-0x7fd,,,+5061,+0x13c5,+18031,+0x466f,,
1,<<,9605,-1465,-0x5b9,,,-31423,-0x7abf,+15209,+0x3b69,+37715,+0x9353,,
1,<<,9606,-8847,-0x228f,-18737,-0x4931,,,+6577,+0x19b1,+13083,+0x331b,,
1,<<,9607,-9861,-0x2685,,,-25875,-0x6513,+2825,+0xb09,+4475,+0x117b,,
1,<<,9608,-849,-0x351,,,-5819,-0x16bb,+3675,+0xe5b,,,+15553,+0x3cc1
1,<<,9609,-241,-0xf1,,,-4315,-0x10db,+5259,+0x148b,,,+13449,+0x3489
1,<<,9610,-3723,-0xe8b,-53093,-0xcf65,,,+4419,+0x1143,,,+18277,+0x4765
1,<<,9611,-6225,-0x1851,,,-27111,-0x69e7,+2483,+0x9b3,,,+11001,+0x2af9
1,<<,9612,-7973,-0x1f25,,,-61583,-0xf08f,+4303,+0x10cf,,,+58581,+0xe4d5
1,<<,9613,-1261,-0x4ed,,,-18399,-0x47df,+3405,+0xd4d,+13191,+0x3387,,
1,<<,9614,-14511,-0x38af,-26085,-0x65e5,,,+10347,+0x286b,,,+19209,+0x4b09
1,<<,9615,-8049,-0x1f71,,,-30499,-0x7723,+149,+0x95,+3479,+0xd97,,
